2026-03-24 02:12:06 - Suspensos: 1 revendedores, 2 usuários
2026-03-31 22:17:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:17:18 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:17:29 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:17:38 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:17:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:18:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:18:29 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:18:39 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:18:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:18:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:19:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:19:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:19:32 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:19:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:19:59 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:20:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:20:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:20:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:20:37 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:20:47 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:21:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:21:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:21:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:21:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:21:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:21:57 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:22:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:22:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:22:39 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:22:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:23:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:23:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:23:45 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:24:01 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:24:11 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:24:21 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:24:31 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:24:41 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:24:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:25:01 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:25:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:25:38 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:26:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:26:15 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:26:24 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:26:33 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:26:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:26:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:27:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:27:13 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:27:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:27:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:27:42 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:27:53 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:28:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:28:12 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:28:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:28:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:28:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:28:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:29:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:29:13 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:29:24 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:29:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:29:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:29:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:30:05 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:30:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:30:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:30:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:30:55 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:31:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:31:27 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:31:37 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:31:47 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:31:57 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:32:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:32:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:32:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:32:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:32:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:33:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:33:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:33:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:33:35 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:33:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:33:58 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:34:09 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:34:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:34:28 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:34:38 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:34:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:35:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:35:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:35:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:35:32 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:35:42 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:35:52 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:36:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:36:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:36:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:36:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:36:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:37:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:37:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:37:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:37:48 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:38:05 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:38:15 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:38:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:38:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:38:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:39:19 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:39:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:39:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:39:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:40:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:40:29 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:40:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:40:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:41:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:41:14 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:41:24 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:41:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:41:44 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:41:54 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:42:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:42:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:43:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:43:27 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:43:37 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:43:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:44:05 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:44:17 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:44:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:44:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:44:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:44:57 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:45:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:45:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:45:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:46:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:46:55 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:47:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:47:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:47:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:47:41 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:47:51 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:48:05 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:48:22 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:48:33 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:48:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:48:53 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:49:04 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:49:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:49:34 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:49:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:50:06 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:50:16 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:50:26 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:50:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:50:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:50:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:51:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:52:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:53:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:54:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:55:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:56:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:57:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:58:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 22:59:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:00:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:01:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:02:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:03:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:04:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:05:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:06:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:07:02 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:07:15 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:07:25 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:07:36 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:07:37 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:07:46 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:07:56 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:08:07 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:08:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:08:40 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:08:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:09:00 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:09:10 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:09:20 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:09:30 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:09:40 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:09:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:10:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:11:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:12:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:13:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:14:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:15:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:16:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:17:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:18:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:19:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:20:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:21:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:22:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:23:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:24:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:25:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:26:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:27:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:28:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:29:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:30:50 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:31:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:32:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:33:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:34:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:35:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:36:13 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:36:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:36:33 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:36:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:36:53 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:37:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:37:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:37:33 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:37:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:37:53 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:38:03 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:38:13 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:38:23 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:38:33 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:38:43 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:38:53 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:39:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:40:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:41:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:42:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:43:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:44:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:45:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:46:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:47:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:48:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:49:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:50:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:51:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:52:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:53:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:54:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:55:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:56:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:57:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:58:49 - Vencidos: 0 revendedores, 3 usuários
2026-03-31 23:59:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:00:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:01:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:02:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:03:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:04:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:05:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:06:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:07:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:08:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:09:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:10:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:11:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:12:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:13:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:14:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:15:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:16:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:17:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:18:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:19:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:20:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:21:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:22:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:23:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:24:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:25:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:26:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:27:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:28:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:29:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:30:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:31:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:32:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:33:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:34:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:35:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:36:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:37:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:38:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:39:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:40:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:41:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:42:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:43:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:44:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:45:50 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:46:49 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:46:54 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:47:35 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:47:56 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:48:06 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:48:22 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:48:32 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:48:45 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:48:58 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:49:17 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:49:34 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:49:44 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:49:54 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:50:04 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:50:14 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:50:24 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:50:34 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:50:51 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:51:01 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:51:12 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:51:22 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:51:40 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:51:56 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:52:16 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:52:25 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:52:36 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:52:45 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:52:57 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:53:07 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:53:17 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:53:27 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:53:37 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:53:47 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:53:57 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:54:19 - Vencidos: 0 revendedores, 3 usuários
2026-04-01 00:54:43 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:54:53 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:55:03 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:55:13 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:55:23 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:55:40 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:55:50 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:56:00 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:56:16 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:56:31 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:56:41 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:56:51 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:57:01 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:57:11 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:57:21 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:57:31 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:57:41 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:57:51 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:58:01 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:58:20 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:58:21 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:58:31 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:58:41 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:58:51 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:59:01 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:59:11 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:59:21 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 00:59:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:00:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:01:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:02:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:03:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:04:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:05:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:06:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:07:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:08:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:09:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:10:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:11:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:12:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:13:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:14:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:15:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:16:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:17:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:18:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:19:25 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:19:47 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:20:08 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:20:28 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:20:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:20:59 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:21:09 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:21:19 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:21:29 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:21:39 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:21:49 - Vencidos: 0 revendedores, 2 usuários
2026-04-01 01:22:49 - Vencidos: 0 revendedores, 2 usuários
